type,dateCreated,username,givenName,description,location,id,follows,friends,tweets
ProfilePage,2015-09-02T22:53:08.000Z,xeetechcare,Zaryab Khan,I make tech videos on YouTube. https://t.co/kJYApjPKwG…,,3527785821,73550,647,2839
ProfilePage,2021-11-26T21:13:41.000Z,muvarussia98,£,#21,,1464341537798643713,311,220,52013
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2021-05-09T17:54:25.000Z,JrAnthlex,Edris Anthlex Jr🍁,"Am a cute dude with a cool attitude | loves technology |

 Edris4nPlug 

Manchester United  fan 

Ugandan 🇺🇬","Kampala, Uganda",1391451432134578177,5944,3835,22667
ProfilePage,2020-01-28T08:24:36.000Z,WJS_Nyangulu,"Wongani Nyangulu MBBS, MSc","Medical doctor & Epidemiologist. Research Site Lead: Mangochi. Early career researcher interested in malaria, NTDs, NCDs. DTMH @UofGlasgow. Views are my own!",Malawi,1222072851135594496,4730,4020,7305
ProfilePage,2020-01-28T08:24:36.000Z,WJS_Nyangulu,"Wongani Nyangulu MBBS, MSc","Medical doctor & Epidemiologist. Research Site Lead: Mangochi. Early career researcher interested in malaria, NTDs, NCDs. DTMH @UofGlasgow. Views are my own!",Malawi,1222072851135594496,4730,4020,7305
ProfilePage,2010-04-21T17:20:21.000Z,jeffreyihrke,JeffreyRIhrke,I love classic cars watching movies and tv shows listening to music and watching all kinds of racing and also a gamer.,United States of America ,135565930,60107,2635,49149
ProfilePage,2019-02-23T13:07:08.000Z,dabz_global,Dabz Global |ABUJA |Phone|Laptop|Accessories,"Sales of phone (iPhones,Samsung), Laptop (MacBook,Hp,Dell) & Accessories (speakers, airPods) We Swap🔀. Dm/call/whatsapp 08076709313/09078333831 to get started!",Suite C3 New banex plaza Abuja,1099294588693635078,33349,4008,10443
ProfilePage,2019-02-23T13:07:08.000Z,dabz_global,Dabz Global |ABUJA |Phone|Laptop|Accessories,"Sales of phone (iPhones,Samsung), Laptop (MacBook,Hp,Dell) & Accessories (speakers, airPods) We Swap🔀. Dm/call/whatsapp 08076709313/09078333831 to get started!",Suite C3 New banex plaza Abuja,1099294588693635078,33349,4008,10443
ProfilePage,2020-11-09T10:29:26.000Z,orth0girl,S🎧,I like to lift weights and do pilates | vent acc ♡ wellness enthusiast,tw ed. 21yo. She/her,1325747224240861184,2452,352,9691
ProfilePage,2020-11-09T10:29:26.000Z,orth0girl,S🎧,I like to lift weights and do pilates | vent acc ♡ wellness enthusiast,tw ed. 21yo. She/her,1325747224240861184,2452,352,9691
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2019-02-23T13:07:08.000Z,dabz_global,Dabz Global |ABUJA |Phone|Laptop|Accessories,"Sales of phone (iPhones,Samsung), Laptop (MacBook,Hp,Dell) & Accessories (speakers, airPods) We Swap🔀. Dm/call/whatsapp 08076709313/09078333831 to get started!",Suite C3 New banex plaza Abuja,1099294588693635078,33349,4008,10443
ProfilePage,2019-02-23T13:07:08.000Z,dabz_global,Dabz Global |ABUJA |Phone|Laptop|Accessories,"Sales of phone (iPhones,Samsung), Laptop (MacBook,Hp,Dell) & Accessories (speakers, airPods) We Swap🔀. Dm/call/whatsapp 08076709313/09078333831 to get started!",Suite C3 New banex plaza Abuja,1099294588693635078,33349,4008,10443
ProfilePage,2019-11-14T10:11:40.000Z,Jomilojju,JJ,PB&L Support | QC&A | Foreign Edu & Immigration | FX&Crypto | Head - @goabroad9ja @usenaira @ngProCharity @VendorsPRO @TheOyinloyeORG | #iAskJJ #ProjectsCharity,🇳🇬 | 🇬🇧 | 0x@motirola.co,1194920764220329984,8592,4474,58669
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2008-06-03T00:33:26.000Z,rsgnl,Joe Rossignol,Tweets about Apple . Senior Reporter @MacRumors.,Canada,14987180,26727,1503,19186
ProfilePage,2017-02-12T08:28:29.000Z,UniverseIce,Ice universe,Beauty comes first,,830695053118943232,435951,273,7806
ProfilePage,2017-02-12T08:28:29.000Z,UniverseIce,Ice universe,Beauty comes first,,830695053118943232,435951,273,7806
ProfilePage,2017-02-12T08:28:29.000Z,UniverseIce,Ice universe,Beauty comes first,,830695053118943232,435951,273,7806
ProfilePage,2017-02-12T08:28:29.000Z,UniverseIce,Ice universe,Beauty comes first,,830695053118943232,435951,273,7806
ProfilePage,2023-01-31T01:22:12.000Z,VinizinXited,vinizin xited,,,1620230811021631489,0,1,12
ProfilePage,2023-01-31T01:22:12.000Z,VinizinXited,vinizin xited,,,1620230811021631489,0,1,12
ProfilePage,2022-12-01T14:43:35.000Z,casexy_com,Casexy,We make most personalized cases for your devices. #casexy,United States,1598326897435443201,6,12,14
ProfilePage,2022-12-01T14:43:35.000Z,casexy_com,Casexy,We make most personalized cases for your devices. #casexy,United States,1598326897435443201,6,12,14
ProfilePage,2012-09-16T17:42:07.000Z,khakisarnews,Aftab baloch,This is news channel will share latest news,mut shahwani trible area ,827475631,1384,834,44661
ProfilePage,2012-09-16T17:42:07.000Z,khakisarnews,Aftab baloch,This is news channel will share latest news,mut shahwani trible area ,827475631,1384,834,44661
ProfilePage,2012-09-16T17:42:07.000Z,khakisarnews,Aftab baloch,This is news channel will share latest news,mut shahwani trible area ,827475631,1384,834,44661
ProfilePage,2012-09-16T17:42:07.000Z,khakisarnews,Aftab baloch,This is news channel will share latest news,mut shahwani trible area ,827475631,1384,834,44661
ProfilePage,2012-09-16T17:42:07.000Z,khakisarnews,Aftab baloch,This is news channel will share latest news,mut shahwani trible area ,827475631,1384,834,44661
ProfilePage,2021-02-05T05:57:28.000Z,DrJStorm,Dr. Storm,Global Head IT Infrastructure Mercedes-Benz Mobility - 400.000 follower on LinkedIn,"Stuttgart, Deutschland",1357568948976369664,59,42,1030
ProfilePage,2021-02-05T05:57:28.000Z,DrJStorm,Dr. Storm,Global Head IT Infrastructure Mercedes-Benz Mobility - 400.000 follower on LinkedIn,"Stuttgart, Deutschland",1357568948976369664,59,42,1030
ProfilePage,2021-02-05T05:57:28.000Z,DrJStorm,Dr. Storm,Global Head IT Infrastructure Mercedes-Benz Mobility - 400.000 follower on LinkedIn,"Stuttgart, Deutschland",1357568948976369664,59,42,1030
ProfilePage,2022-10-08T20:39:31.000Z,cxy_exe,akaDJ 🐈‍⬛MEOWMEOWS🐈‍⬛,Artist | Craftsperson | Writer | Digital Marketer | Self-Employed | Entrepreneur |✌🏼💟🤘🏼| 😌🙏🏼🌈🍀❤️,"New Orleans, LA",1578847477691826176,84,364,845
ProfilePage,2022-10-08T20:39:31.000Z,cxy_exe,akaDJ 🐈‍⬛MEOWMEOWS🐈‍⬛,Artist | Craftsperson | Writer | Digital Marketer | Self-Employed | Entrepreneur |✌🏼💟🤘🏼| 😌🙏🏼🌈🍀❤️,"New Orleans, LA",1578847477691826176,84,364,845
ProfilePage,2022-06-08T18:07:16.000Z,durreadan01,Adan,"Software engineer, freelance content marketer, blogger, & team leader. I love playing with tech, hitting the gym, photography, & traveling. From Pakistan. 🇵🇰",Pakistan,1534597824414982145,1252,255,9264
ProfilePage,2022-06-08T18:07:16.000Z,durreadan01,Adan,"Software engineer, freelance content marketer, blogger, & team leader. I love playing with tech, hitting the gym, photography, & traveling. From Pakistan. 🇵🇰",Pakistan,1534597824414982145,1252,255,9264
ProfilePage,2022-10-04T10:05:18.000Z,trndtech360,Trend Tech,Connecting people and Technology,,1577238362632892418,1,0,26
ProfilePage,2022-10-04T10:05:18.000Z,trndtech360,Trend Tech,Connecting people and Technology,,1577238362632892418,1,0,26
ProfilePage,2011-03-14T13:42:05.000Z,Manekinari,Manekinari,26 | Artist | Vienna,Vienna,266000847,259,265,1492
ProfilePage,2022-12-30T23:22:13.000Z,HappyCow2337,HappyCow,"if you want something to change, you need to change something",,1608966640871391235,93,258,923
ProfilePage,2020-09-26T17:45:02.000Z,EricMarioneaux,Eric Marioneaux Art - Next Level Abstracts.,"I am a  modern day Abstract and Nature Artist. As an Abstract Artist, I like to offer beautiful shapes, colors, and patterns, that inspire emotion.",Groves Texas.,1309911797873475587,59,99,5323
ProfilePage,2020-09-26T17:45:02.000Z,EricMarioneaux,Eric Marioneaux Art - Next Level Abstracts.,"I am a  modern day Abstract and Nature Artist. As an Abstract Artist, I like to offer beautiful shapes, colors, and patterns, that inspire emotion.",Groves Texas.,1309911797873475587,59,99,5323
ProfilePage,2020-09-26T17:45:02.000Z,EricMarioneaux,Eric Marioneaux Art - Next Level Abstracts.,"I am a  modern day Abstract and Nature Artist. As an Abstract Artist, I like to offer beautiful shapes, colors, and patterns, that inspire emotion.",Groves Texas.,1309911797873475587,59,99,5323
ProfilePage,2020-09-26T17:45:02.000Z,EricMarioneaux,Eric Marioneaux Art - Next Level Abstracts.,"I am a  modern day Abstract and Nature Artist. As an Abstract Artist, I like to offer beautiful shapes, colors, and patterns, that inspire emotion.",Groves Texas.,1309911797873475587,59,99,5323
ProfilePage,2020-09-26T17:45:02.000Z,EricMarioneaux,Eric Marioneaux Art - Next Level Abstracts.,"I am a  modern day Abstract and Nature Artist. As an Abstract Artist, I like to offer beautiful shapes, colors, and patterns, that inspire emotion.",Groves Texas.,1309911797873475587,59,99,5323
ProfilePage,2011-02-17T18:45:12.000Z,MusadaqZ,Musadaq Zulqarnain,"Love my homeland.. A well travelled concerned citizen who wants to see Pakistan as a moderate, tolerant & pluralistic country Retweets may/maynot b endorsements","Lyallpur (Fsd), Pakistan",253672382,18923,772,47465
ProfilePage,2011-02-17T18:45:12.000Z,MusadaqZ,Musadaq Zulqarnain,"Love my homeland.. A well travelled concerned citizen who wants to see Pakistan as a moderate, tolerant & pluralistic country Retweets may/maynot b endorsements","Lyallpur (Fsd), Pakistan",253672382,18923,772,47465
ProfilePage,2011-02-17T18:45:12.000Z,MusadaqZ,Musadaq Zulqarnain,"Love my homeland.. A well travelled concerned citizen who wants to see Pakistan as a moderate, tolerant & pluralistic country Retweets may/maynot b endorsements","Lyallpur (Fsd), Pakistan",253672382,18923,772,47465
ProfilePage,2011-02-17T18:45:12.000Z,MusadaqZ,Musadaq Zulqarnain,"Love my homeland.. A well travelled concerned citizen who wants to see Pakistan as a moderate, tolerant & pluralistic country Retweets may/maynot b endorsements","Lyallpur (Fsd), Pakistan",253672382,18923,772,47465
ProfilePage,2023-02-25T02:51:53.000Z,Jennifer_karoli,Jennifer,,,1629313102075379712,0,5,1
ProfilePage,2023-02-25T02:51:53.000Z,Jennifer_karoli,Jennifer,,,1629313102075379712,0,5,1
ProfilePage,2013-05-09T05:36:42.000Z,everyEarthquake,Every Earthquake,Tweeting every earthquake occurrence reported by USGS.  Built and maintained by David Barkman aka @cybler.,Earth,1414684496,30525,1,792704
ProfilePage,2022-11-20T17:35:12.000Z,DEENEWS_IN,DEE NEWS,"Find all latest news and top breaking news from India and World. today news headlines, politics, , technology, entertainment, business in Deenews",,1594383798766292994,50,5,26624
ProfilePage,2022-11-20T17:35:12.000Z,DEENEWS_IN,DEE NEWS,"Find all latest news and top breaking news from India and World. today news headlines, politics, , technology, entertainment, business in Deenews",,1594383798766292994,50,5,26624
ProfilePage,2022-11-20T17:35:12.000Z,DEENEWS_IN,DEE NEWS,"Find all latest news and top breaking news from India and World. today news headlines, politics, , technology, entertainment, business in Deenews",,1594383798766292994,50,5,26624
ProfilePage,2022-11-20T17:35:12.000Z,DEENEWS_IN,DEE NEWS,"Find all latest news and top breaking news from India and World. today news headlines, politics, , technology, entertainment, business in Deenews",,1594383798766292994,50,5,26624
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-25T09:12:22.000Z,appfreevn,AppFreeVN,https://t.co/RqTailXPo4,US,1629408895323242496,1,95,29
ProfilePage,2023-02-06T02:31:14.000Z,deepak8976541,deepak897654,,,1622422587392368640,1,7,5523
ProfilePage,2023-02-06T02:31:14.000Z,deepak8976541,deepak897654,,,1622422587392368640,1,7,5523
ProfilePage,2022-12-03T11:32:52.000Z,hardik97494342,hardik,social,,1599003652169281537,19,18,40300
ProfilePage,2022-12-03T11:32:52.000Z,hardik97494342,hardik,social,,1599003652169281537,19,18,40300
ProfilePage,2022-12-03T11:32:52.000Z,hardik97494342,hardik,social,,1599003652169281537,19,18,40300
ProfilePage,2022-12-03T11:32:52.000Z,hardik97494342,hardik,social,,1599003652169281537,19,18,40300
ProfilePage,2022-12-03T11:32:52.000Z,hardik97494342,hardik,social,,1599003652169281537,19,18,40300
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2023-01-23T10:09:38.000Z,littlekidgame,Little Kid Game,"Bringing you the best in educational mobile games for kids! Curated by parents, recommended by educators. #littlekidgame #edugames.(Some may be sponsored)",,1617464292248326151,408,3003,337
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-09-09T02:05:59.000Z,vipfixphone,phonefix-nicole,China PHONEFIX Shop Team is specialized in offering one-stop supply chain solution for your phone repair business!,Shenzhen ,1568058058315800576,155,1920,313
ProfilePage,2022-09-09T02:05:59.000Z,vipfixphone,phonefix-nicole,China PHONEFIX Shop Team is specialized in offering one-stop supply chain solution for your phone repair business!,Shenzhen ,1568058058315800576,155,1920,313
ProfilePage,2022-09-09T02:05:59.000Z,vipfixphone,phonefix-nicole,China PHONEFIX Shop Team is specialized in offering one-stop supply chain solution for your phone repair business!,Shenzhen ,1568058058315800576,155,1920,313
ProfilePage,2022-08-18T15:10:16.000Z,LouiseBEisenha2,Louise B Eisenhardt,,,1560282845385560064,29,230,24508
ProfilePage,2022-08-18T15:10:16.000Z,LouiseBEisenha2,Louise B Eisenhardt,,,1560282845385560064,29,230,24508
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-09-25T21:30:50.000Z,embedded_house,Embedded House,"Embedded House is an automated news aggregator where you can find all data related to #embedded #systems , #security , #IoT and #electronics collected here.",,1574149382416515074,268,49,40102
ProfilePage,2022-08-18T15:10:16.000Z,LouiseBEisenha2,Louise B Eisenhardt,,,1560282845385560064,29,230,24508
ProfilePage,2022-08-18T15:10:16.000Z,LouiseBEisenha2,Louise B Eisenhardt,,,1560282845385560064,29,230,24508
