Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@_Miiguellll,Thank you so much for taking your time to tell me,14 Sep 2022,@Idaraababy ,2,,,
@Pratima7979,Pratima,14 Sep 2022,@WAX_io ,,,,
@imtnarendar,Narendar,14 Sep 2022,"is completely different, you get different hardware & software if you purchase from Amazon/Flipkart”, then I ended the conversation and left the store. Now I want to ask @RelianceDigital that if I buy an iPhone 13 from your store, would I get Android as Operating System +

2/3 ",,,,
@Umer_Sherwani1,Umer Sherwani,14 Sep 2022,@xavierofficials ,,,4,
@aydeejay11,Aspen,14 Sep 2022,"I’m trying to think of the content I want to create. Idk whether to do a blog or vlog. I know in a few months I’ll buy a camera. But also, maybe it’s time for a new iPhone . I’ve had this max since it came out in 2018. ",,,,
@ashutosh_v1,Ashutosh Singh,14 Sep 2022,"Modiji, it's the right time to transfer 15 lakhs in my account, I want to  buy  iPhone 14 pro ,
Please Modiji please  @PMOIndia  @narendramodi  @Apple  @AdaniOnline  @RahulGandhi ",2,2,5,
@elkacantik,2,14 Sep 2022,@Bjorkanism9 ,1,,,
@KagisoChester,Mastermind,14 Sep 2022,I want to  buy  Iphone  ,,,,
@namjoonkimt,-,14 Sep 2022,"Info yang jual iphone Underprice dong.. i want to  buy .. ip 5, 6,7 welcome.. ",,,,
@bltz_bbl,BLITZERS bubble,14 Sep 2022,"090822 13:32 KST

ah you can sleep in the morning

red~ buy the red iphone  i want to use red too

sliver is the prettiest of 13

i put two 11 kitties stickers on it

what am i wearing today?

today's look

U-neck short sleeves tshirt, Andersson Bell denim and track shoes ",,,,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,209.7K
@143MARIUS,siti,14 Sep 2022,"I want to  buy the new iPhone but when I see the price tag after conversion to MYR it's almost RM6,000. ",,,,
@Oluwapure1,Oluwapure,13 Sep 2022,@playboytravis_ ,,,2,
@santuck,Santosh,13 Sep 2022,@AppleSupport I am from INDIA & currently I'm in USA. I want to  buy an iPhone 14.  While ordering If I select 'Connect to any carrier later' is enough or do I need to look at anything else. I want to make sure it works for me in INDIA ,,,,
@Mark_V_,Mark V,13 Sep 2022,@Sommer ,1,,,
@DeepakOffline,Đeepak Bhakoo,13 Sep 2022,@sondesix ,,,,
@hRaza_S,حسن رضا,13 Sep 2022,Urgent need of a Kidney I want to  buy  IPhone 14 ,,,,
@yogeeswarpal,Yogeeswar Pal,13 Sep 2022,"Relatives: Advise my teenage son on money matters as you're good at it.

Me: yeah, we have to make a lot of sacrifices to save up and achieve our goals, what's your goal?

Him: i want to  buy an iPhone 14!

Me: ",8,1,122,
@allwellkosi,Kositee,13 Sep 2022,@AdegbolaSulaim3 @horlalekan001 and and @Temitayofr ,,,,
@vidhi11_02,Vidhi,13 Sep 2022,"I m using samsung s21fe, & I hate this phone, is iphone 14 worth buying?? 
There is no diff in 13 & 14,
I m super confused, should I buy 14 or wait for 15? I want to  buy , but I don't want to regret it later like i m regretting now after wasting money on samsung.
comments please. ",4,,,
@Kasuledennisug,Kasule Dennis,13 Sep 2022,My father’s land is on sale I want to  buy an iPhone 14 pro nze omulembe tegujja kundeka ,,,,
@SSPANDEYT,freefire Effects,13 Sep 2022,"@AmazonHelp  @amazon  @amazonIN  @JeffBezos why you force to buy prime membership if someone purchse other things on amazone. I've been suffering from @amazonfobia.
I placed an iphone and they put prime membership along with that and charged 1499 INR. I want to cancel prime now. ",,,,
@bellprotogen,iShowTheFurry,13 Sep 2022,"not seriously, if I want to sell a kidney to buy my iPhone 14, it doesn't matter if I die because I smoke and drink a lot and I only have one kidney xdd ",,,,
@EthamFrancis,Francis,13 Sep 2022,I want to  buy a new iPhone what do I do ? ,,,,
@DeShyGurAlexand,Dé Šhÿ Gûr Æłèxáñdér,13 Sep 2022,@TheFtXMaestro ,,,,
@gvldenhrs,| ia don’t unf!,12 Sep 2022,i want to  buy the iphone 11 bc the iphone 12 looks so thick and i don’t like that it’s giving iphone 5 ,,,,
@levelsio,@levelsio,12 Sep 2022,"What I want to  buy a new iPhone :
- Apple Pencil support (and a mini pencil)
- LIDAR 3d scanner @ 30fps (finally 3d videos!)
- Local dev env support (code and test on iPhone )
- Better Airdrop experience (still so clunky now) ",8,1,59,
@TechTurbanator,Arsh,12 Sep 2022,Will do a camera comparison b/w iPhone 14 pro and S22U. I want to  buy 14 pro but not the indian version will wait for int units to arrove here. But i talked to one of dealers here & he agreed to lend me 14 pro for 2 days. What do you want me to Cover in the camera comaprisons? ,,,,
@thatdammygirlie,Damilola,12 Sep 2022,@Oghenebruno ,2,,3,
@Sichelleee,Mich AQOURS,11 Sep 2022,"Pls send phone recommendations, i want to  buy a new phone
(No samsung/ iphone pls ) ",,,,
@ToniHouston26,Tonz,11 Sep 2022,"I want to  buy this iPhone (13, not 14 cuz I'm not rich like yall) to see for myself the hype. Howeverrrrrr I have Samsung earbuds & watch so I'll lose the convenience. 
I have an iPad and a Mac if that means anything ",,,,
@ObasTeskin,fame,11 Sep 2022,Pupo NINU yin lo ni EMERE  but una no fit use am make us rich all what una know is that baby I want to  buy  iPhone and new up and down …. ,,,,
@iamjessamess,Jess,10 Sep 2022,"About to start making a list of things I want to  buy with some of the over time money just to motivate myself to get through the hiring process.

The iPhone controller for Playstation is on the list. Perfectly frivolous but might be very useful to me if I’m at work 12 hours a day ",,,,
@Zipho_Moyiks,Zipho Moyikwa,10 Sep 2022,"Bangaphambana more abantwana basekhaya. Already they are judging me for the iPhone  I want to  buy . According to them, yimali kajikeleza ",,,,
@Adebz_Clouds,Adebz,10 Sep 2022,I swear I can never go broke bcos I want to  buy  iPhone 14 ,,,,
@Omar18Tech,Omar,10 Sep 2022,@TimeTravelMe and and @tim_cook ,1,,,
@luiscedillo80,Luis Yo.,10 Sep 2022,"@UniverseIce can you recommend to me one phone that not was laggy animations? I have Xiaomi 12 with ""the most powerful processor"" and is horrible,expensive phone and is ridiculous how much lag have in all animations I want to  buy an iphone but there I can't install modded apps ",,,,
@PoonamS59069263,_______,10 Sep 2022,@RVCJ_FB and and @Tech_Informer_ ,,,,
@TyanPuru_PS2,夏琉 ちゃんぷるー@サルバトーレ18周年！！！,10 Sep 2022,"おはぷるー！ 結局、今回買うiPhoneは13の128GBか256GBに決まったちゃんぷるーですw

あとスプラ3もやりたいし、牛タンも1ヶ月に週1で食べたいと考えてる ［EN］I decide to buy a iPhone13 of 128GB or 256GB. I want to play splatoon3. And I also to eat beef tongue 4 times in a month! lol ",1,1,2,
@sugaleedo,emi (hak’s gf) YOONGI DAY,9 Sep 2022,can anyone tell me where to sell foot pics i have an iphone  i want to  buy ,,,,
@alessandrolnd,Alessandro,9 Sep 2022,"Highlights of my day: went to pre-order the iPhone 14 Pro Max with @VodafoneUK , got tricked by the sales advisor, so I had to cancel 2 hrs later. Arrived home, ready to buy it through apple store, and my phone dropped, now the bottom corner of the screen is cracked. I want to cry ",,,,
@BogdanTamas94,Bogdan,9 Sep 2022,@maurerd12 and and @RjeyTech ,1,,3,
@Tha_Mentor808,Have you tried walking it off?,9 Sep 2022,"I want to  buy the new iPhone , but I’ll wait a little and pay for it out right. ",,,,
@thonayo,Intombi YaSomatekisi,9 Sep 2022,You know Lapho I want to  buy  iPhone 14 kule drought ,,,1,
@TunmiseFolorun1,Tunmise Folorunsho,9 Sep 2022,@TunmiseFolorun1 and and @bod_republic ,,,1,
@Chikubhardwaj05,Ansh Singh,9 Sep 2022,@RahulGandhi sir i want to request you sir i and my sister love iPhones but we don't have enough money to buy it. Can you give an iPhone to me and my sister. Please sir ,,,,
@i_am_mayank01,Mayank Saxena,9 Sep 2022,@VerdeSelvans ,,,,
@Judtinbiebur,Mauria,9 Sep 2022,I want to  buy the new iPhone but I need $100 ,,,,
@dadu_mal,Dadu Mal,9 Sep 2022,"Anyone NEED a Kidney? 
then DM b/c new #Iphone  is out now . I want to  buy a charger  #iPhone14Pro  #iPhone14Pro  #AppleEvent ",,,,
@jeromesicart,Jerome Sicart,9 Sep 2022,"Introducing Dynamic Island on iPhone 14 Pro | Apple. You mean temptation island ? Now, I want to  buy it http:// via @YouTube ",,,,
@YonzonZeewan,ZEEWAN YONZAN,9 Sep 2022,@stephenrobles ,,,,
@YonzonZeewan,ZEEWAN YONZAN,9 Sep 2022,@SwarajyaMag ,,,,
@The_Jmoney,Justin Baisden,9 Sep 2022,I should probably figure out if I want to  buy an iPhone 14 Pro. If I do, I'll have to set an alarm for the pre-order window opening tomorrow morning. ,1,,1
@bobody5614,j,9 Sep 2022,@leadlagreport ,2,3,18,
@FiveEnmore,$BRISE-Multiverse,9 Sep 2022,I want to  buy an #IPhone  with $BRISE  #APPLEPAY needs to accept $BRISE ,,,,
@Bartek_Nejman,Bartosz,8 Sep 2022,@Apple  @AppleSupport can you please help me I bought iPhone 13 mini at 28th of August in Apple Covent Garden and I wonder is it possible to return it because I want to  buy  iPhone 14 Pro ,,,,
@Anthon4Anthony,Anthonyj$,8 Sep 2022,@Apple ,,,,
@nopejpg4,nope.jpg,8 Sep 2022,@gvgweb @AuguxtiKhrixtox and and @inquirerdotnet ,1,,3,
@namgification,marl karx,8 Sep 2022,somebody get the Kohinoor back man i want to  buy the iPhone 14 ,,,,
@GaniyuL71388617,anonymous,8 Sep 2022,@mrbayoa1 and and @STRATEGICTIPS_ ,,,,
@Balmain,Balmain,,,58,883,1603,4.7M
@ShvetsBRD,ShvetsBRD,8 Sep 2022,"So, a new #Apple  #iPhone  has been released and I want to  buy it for myself. The only way to do this is to sell this #NFT  https:// Guys, which one of you will buy it? @jklauber  @SlamDiegoZoo  @brunourIi  @ChristianWermke  @PeterKroeger3  @schneewaldb  @krysys651 ",1,,1,
@MioWanqiu,Ava Max,8 Sep 2022,@AppleSupport ,1,,,
@imrealKP,KP,8 Sep 2022,@madebygoogle and and @googlefi ,,,,
@LaidCherry,CherryLaid(π),8 Sep 2022,@Techvarium ,,,,
@yaboyipso,IPSO,8 Sep 2022,@KTiereny @MythrilSaber7 and and @Polish_Ham_Nr1 ,1,,,
@ekppmkona,ekppmkona,8 Sep 2022,I want to  buy  iPhone 14 I want to work hard to make money! #AppleEvent  #STEPN ,2,,7,
@kabbah_,Kabbah,8 Sep 2022,"Seriously I want to  buy the latest iPhone 14pro, but the problem is that I don’t know if I’m mad or not. ",,,,
@SabzaDeeboy,Sabelo Dlamini,8 Sep 2022,When is the new IPhone dropping and I want to still watch other people buy . While I’m are still on my IPhone 11. ,,,,
@Penthyn,Penthyn,8 Sep 2022,@marymodestus ,1,,,
@official_jstnn,Makasa Bwalya,8 Sep 2022,I want to  buy the iphone 14 nomba ndetina ba ACC. ,,,,
@ScalpelPlease24,Dr strange,8 Sep 2022,@AnkkitaC ,2,,,
@pextcvpd,繁田修,8 Sep 2022,"Seeing Apple's event, I want to scream from Japan! People don't want more powerful iPhones. I don't need a better camera than this. Everyone wants to do Twitter and Instagram. Learn from Android. I want you to make an iPhone that is easy for Japanese people to buy . ",,,,
@HThamuditha,Piano's Cousin,8 Sep 2022,"If I want to  buy an Iphone 14, be ready to donate your kidney :) #iPhone14Pro ",,,,
@ChinaemezeOfoe4,Chinaemeze Ofoegbu,8 Sep 2022,@DucThu82 ,,,,
@whoisdean_d,Dean,8 Sep 2022,Ugh I want to  buy  iphone 14 but I don't have money ,,,,
@HustleBunny11,A Tay,8 Sep 2022,"I want to  buy some new clothes, shoes, jewelry & possibly purchase the new iPhone ",,,,
@heinnana,♡na,8 Sep 2022,@tanyakanrl ,1,,1,
@Balmain,Balmain,,"Revivez la collection #BALMAINFW23 d'Olivier Rousteing.
Des ornements scintillants, des bustiers sculpturaux et des nœuds magnifiés ont fermé le défilé Automne-Hiver 2023, déjà considéré comme un tournant dans l'héritage de la Maison. ",,1,18,220.4K
@Naison_Magonyo,Naison,8 Sep 2022,@tim_cook ,,,,
@vepressedcat,Waterlily⁷. ْ*•☾•.ْ*.-ㅅ-,8 Sep 2022,I want to  buy n  ew bora iPhone ,,,,
@taeskookieshop,"maraly⁷ ✢ | is seeing suga, txt, taylor!!!",8 Sep 2022,now i want to  buy the new iPhone the different shades of purple are so prettyy ,,,,
@444ever21,♡♡♡♡,8 Sep 2022,I want to  buy the purple iphone ,,,,
@NiiMantseAflah,Tagoe,7 Sep 2022,"I want to  buy 2 iPhone 7.

I’ll add them to get an iPhone 14. #AppleEvent ",,,,
@Obieze__,Obieze TheRealtor,7 Sep 2022,"For the first time, i want to  buy  iphone and its this 14 pro They for try make green color ",,,,
@BabygirlLumi,Lumii,7 Sep 2022,I want to  buy  iPhone 14 for two of my followers. All you have to do is drop your account number and your BVN. I’ll be picking randomly ,,,,
@Tzimur,I T A C H I,7 Sep 2022,Every year apple barely make any changes to their new iPhone but every year I want to  buy the new one. ,,,,
@Sufyan60970594,Abu Sufyan,7 Sep 2022,@MartiniGuyYT ,,,,
@lomlisjimin,Kashish⁷,7 Sep 2022,@seokstalgic ,1,,,
@ComedianChicago,ChicagoComedian,7 Sep 2022,@MKBHD ,,,,
@BwasheeMatics,Matics,7 Sep 2022,@eissally ,1,,,
@tweets_bala,BALA KUMAR,7 Sep 2022,Apple not making any bigger changes to new Apple 14. If at all i want to  buy an iPhone i can choose 13 almost same phone at lesser price ,,,,
@blamefitz,A Special Kinda Dotish,7 Sep 2022,"I want to  buy that iPhone 14 Pro 

Also Me: ",,1,2,
@EvilTM_,D-026 | Waiting for,7 Sep 2022,sysisjsjs I want to  buy an iphone just bc this one is so fucking pretty ,1,,,
@sgnaturallly,,7 Sep 2022,The new color of iPhone 14 on Selena Gomez's new music video with Rema. I want to  buy this new phone! Watch here: https:// pfqXw …  #AppleEvent CALM DOWN MUSIC VIDEO ,,,1,
@KingJames773,SLJ,7 Sep 2022,"One of my favorite days of the year #AppleEvent . Like I know which iPhone  I want to  buy , just give me the price and release date! ",,,,
@amhecht,A.M.,7 Sep 2022,"There is nothing I want to  buy from Apple Today
There is nothing I want to  buy from Apple Today

An iPhone 15 will be better than the 14 and I haven't even finished paying off my 13 ",,,,
@Chikubhardwaj05,Ansh Singh,7 Sep 2022,@ijustine Ma'am I request you to please please give me an iPhone because i want to have it but i don't have enough money to buy it so i have to compromise with budget phone. Please Ma'am it's a request please ,,,,
@Kimutiger,Kimu,7 Sep 2022,@FoxYume ,1,,,
@emmanotfrost,emma,7 Sep 2022,i want to  buy  iphone 13 but i also want to go to europe but as an adult i need to save up to buy a house for retirement but as an insane person do i really believe i will live that long? ,,,,
@sugaleedo,emi (hak’s gf) YOONGI DAY,7 Sep 2022,@pvrcyjckson ,1,,,
@CBSquiggle,Marley’s Ghost,7 Sep 2022,Why would I want to  buy an iPhone where the charger is in Brazil? . . . ,,,,
@blackpink_moot,sierra,7 Sep 2022,@MelancholiaBj and and @yeajirose ,1,,2,
@priyanka_piyu1,Priyanka,6 Sep 2022,@kenferns ,,,1,
@ghop5655,Ghop5655,5 Sep 2022,@Apple  @AppleSupport  @iPhone_News  @aajtak I save money 60k and buy  iPhone but watter dimage i trusted on iphone but I can't suggest buy  iPhone So i want to say can't buy  iPhone many problems face in i can't replace my phone ,2,,,
@MarksTechSpace1,Mark,5 Sep 2022,"100%
I guarantee I will not pre-order the  iPhone 14 Pro or ProMax.

And for one reason only...

I will wait until I can see it in my hand at my local Best Buy store because an Apple store isn't close to me. I want to see this pill/hole in person before buying or NOT buying. ",,,,
@LawAbidingFox,Ze,5 Sep 2022,"oh came back to me, felt like tweeting it would help. i miss having a AAA smartphone but i want to  buy it outright cause those contract situations always fuck me over

though really i don't need an iPhone 15 or whatever i could be perfectly happy with a current SE ",,,,
@JeanLikeDenim,Denim,5 Sep 2022,@Nikothesixth ,1,,,
@tabishabbas_,Tabish Abbas Mirza,5 Sep 2022,@Apple ,,,,
@mrdodopeepee,Meh.,5 Sep 2022,I want to  buy a iPhone 13 Mini and Nintendo switch. ,,,,
@n5za0n,𝘚𝘢𝘵𝘰𝘴𝘩𝘪𝘕𝘪𝘻𝘢𝘮𝘰𝘵𝘰.𝗲𝘁𝗵 ₿,5 Sep 2022,Please bitcoin don't dump. I want to  buy  iphone 14 :'( #Bitcoin  #Future ,,,,
@ariemayw,Arie May,4 Sep 2022,@spicykiro @safwaan and and @kevinhirschbrg ,,,1,
@WestlyChoiLee03,PRIMBLE,4 Sep 2022,"so i want to  buy an spare android phones any recommend android phones ung maganda.

kasi hiyang hiya ako sa iphone kong 95% battery life na agad agad ",,,,
@nitinbhaisare1,NITIN BHAISARE,4 Sep 2022,"@nawabnabeel  I want to  buy  iPhone XR .
Is http:// is trusted ? ",,,,
@sweetv1992,sweetv,3 Sep 2022,"I want to do yahoo,I don buy big trouser big polo ,new iPhone ,new laptop,and bleaching cream,watin remain again? ",,,,
@Abiodun86902099,Pioneer Abiodun Azeez,1 Sep 2022,@nkokkalis and and @PiCoreTeam ,6,,7,
@IlluminateMinaj,illuminati𓂀,1 Sep 2022,"#Barbz help me
What kind of iPhone does Nicki Minaj have?
Tomorrow I want to  buy one like it And the same color #SuperFreakyGirl  #NickiVanguard  #NickiMinaj  #VMA ",,,,
@aravindrajamv,Aravind Raja,31 Aug 2022,@GyanTherapy ,1,,,
@EzokeFlexey,flexey EZoke,31 Aug 2022,@EzokeFlexey and and @DucThu82 ,2,,,
@SajadRah4, Såjù ,31 Aug 2022,@renoomokri ,,,1,
@DammitJean,John Van Dammit,31 Aug 2022,"Went to dinner with mom…

Mom: “ I want to  buy Bitcoin once it goes down to $20,000, banks are greedy pigs.”

Me: “Ok…do you know what it’s trading at now?”

Mom: “No”

Me: “Ok, what do you want to use to  trade it?”

Mom: “Put it on my iPhone .”

Me: ",,,,
@ViicRoss,VicRoss ,30 Aug 2022,@tinniegram ,,,,
@aravindrajamv,Aravind Raja,30 Aug 2022,@techstarsrk ,,,,
@aravindrajamv,Aravind Raja,30 Aug 2022,@SamiFathi_ ,,,,
@aravindrajamv,Aravind Raja,30 Aug 2022,@r3dash ,,,,
@NelsonOnyeka22,Nelson Onyekachi,29 Aug 2022,@Jessyblockchain ,,,,
@Paiol19,Paiol,28 Aug 2022,@smoothhaxorus @Subhade21178515 and and @kailinia1 ,,,,
@Vin1Mahendrakar,sG๛vïñây,28 Aug 2022,@Vin1Mahendrakar @TechnicalGuruji and and @YouTubeIndia ,,,1,
@NixonMurld,M U R L D,28 Aug 2022,Only reason I want to  buy  iPhone ,,,,
@Abdulkarim2,De UniQue,28 Aug 2022,"I want to do Yahoo i done buy big polo, Short Nickers, big trouser, Slide Slippers, laptop, iPhone and Bleaching Cream abeg wetin remain ",,,,
@Mukesh3401Vm,Mukesh,28 Aug 2022,@TamilTechOffici ,,,,
@bilbessi,Raed Bilbessi,28 Aug 2022,@betaprofiledev ,1,,21,
@SmiteshMali,SMITESH MALI,28 Aug 2022,"@GyanTherapy  iPhone 13 price on Flipkart is 65999. There is a card discount also.
Should I buy it now or wait for a month or so for diwali sale if i want to  buy  iPhone 13 ? ",,,,
@Ariscott56,Ari Scott,27 Aug 2022,"I'm gonna watch the Apple event because I want to see if these impressions are gonna disappoint or not. After seeing them leave out a lot of features for A-series iPads, I've lost all hope for them. Also, I'M not gonna buy the new iPhone , You're looking at the wrong one. ",,,,
@yhnxxi,my only exception Heeseung,27 Aug 2022,I want to  buy  Iphone 14 ,,,,
@w3ird_vvv,wally west enthusiast,27 Aug 2022,Dk if I want to  buy the iPhone 13 or wait till the 14 comes out ,,,,
@ashir7869,"Ashir | ,",27 Aug 2022,@PiNewsUpdates ,,,,
@Matic_Maniac,MATIC MANIAC,27 Aug 2022,I want to  buy  iPhone with $BTC  #AppleEvent ,,,,
@x010WinnerSana,Dianne M.,27 Aug 2022,"I want to  buy an Iphone when I win giveaways.
For myself only. Hehehe.
Puro nlng kasi sa kanila. Ngayon sakin nman pag nanalo ako ng giveaway. Goodluck self. Haha. ",,,,
@itskristalunay,Kristal Unay,27 Aug 2022,I want to  buy this phone 1 month ago. I already have 3 samsung and 1 iphone . Even I want to purchase it I can't because I already have so many phones. Why so late to launch samsung galaxy z flip 4 ,,,,
@haj__hamid,حمیدرضا,25 Aug 2022,I wanna change my phone and I want to  buy  @Apple  iPhone but it's too expensive here! ,,,1,
@king_ghostface,king_ghostface,25 Aug 2022,@BeverlyNaya and and @samlogic_ ,,,,
@Balmain,Balmain,,"S'appuyer sur un héritage singulier. La collection #BALMAINFW23 du directeur de la création Olivier Rousteing se tourne vers l'avenir en s'inspirant du passé, en faisant revivre l'architecture de la silhouette Jolie Madame de Monsieur Balmain. ",,1,6,201.9K
@moonlaceflowers,c (on semi-hiatus),24 Aug 2022,to the person who said yes: PLEASE let me know who u are i want to earn some money so i can buy a new phone!!! (my android is slow and my iphone has a small storage and a shit camera) ,,,,
@_aryan_shah_,Aryan shah,24 Aug 2022,@Trolling_isart ,1,,4,
@vccwvx,Asilbek,23 Aug 2022,"I want to  buy an iphone 14 this year, please choose me I am from Uzbekistan bro ",,,1,
@SweetChi_x,chi,22 Aug 2022,"My problem is I want to  buy an iPhone 14, beats x kk, an iPad and an Apple Pencil ",,,,
@samuelf37963322,samuel friday,22 Aug 2022,"Customer: I want to sell my iPhone 12Promax , so I  go buy  iPhone 6plus 
 Marketer :  y u wan sell am buy 6plus 
Customer: that 12Promax  too big and e dey chop my data 
Customer: pls i go collect  change oooooo  #sapa index ",,,,
@AuntyBae1,Aunty Bae,22 Aug 2022,"I want to  buy a new iPhone , but I don't need the upgrade. ",,,,
@officialkayuza,Kayuza Francis,21 Aug 2022,I want to  buy the iPhone 12 pro reply with good offers money has arrived ,,,,
@Rohitdas27,Rohit,21 Aug 2022,@FafdaJalebie ,,,,
@Yra7979,Юра,21 Aug 2022,@convertpi ,,,1,
@LorinaSendra,Sendra Lorina,21 Aug 2022,@PiNetworkKyc ,,,,
@Rayvlyn,Ray'vlyn| |0806,21 Aug 2022,@Ori_RSA ,5,,13,
@anatrsrcat,FOR OT¹²(U/A),21 Aug 2022,@Mashi_cutie ,1,,,
@HeryEvans,Hery Evans,21 Aug 2022,@adusah_nyame ,,,,
@zerep_zirha,Ahriz Zerep,21 Aug 2022,@dorisyincpa ,,,,
@RationalGenius,Rational Galaxy Brain,20 Aug 2022,@Apple ,,,,
@Karenjs,Karen Sergeant,20 Aug 2022,@ATTHelp I’ve been trying to log in to my att account for 2 days now. Login page returns a server error - each browser and iPhone app. Help! I want to  buy a data package for Canada (I’m already here now) and I can’t! ,,,,
@munirusurajo,munir Surajo (elmuneer),20 Aug 2022,@dorisyincpa ,,,,
@CallMe_Vik,𝓥𝓲𝓴𝓻𝓪𝓷𝓽 ,20 Aug 2022,@ZacksJerryRig ,2,,3,
@Wereng79,Wereng79,20 Aug 2022,@dorisyincpa ,,,,
@Heartledbleed,Obichukwu of Ojoto,20 Aug 2022,"@J23app please who has an iPhone that they are not using anymore, I want to use it to learn how to use iPhone so that when my savings final completes to buy  iPhone 6.i would be ready ",,,,
@faggotsanji,dango,20 Aug 2022,i just accidentally made an 850₺ purchase from a connect 4 game bc my iphone scanned my fingerprint while i was trying to exit the app and didnt ask me to confirm if i want to  buy it ,,,,
@AmytheRoseUwU,Amy Rose,20 Aug 2022,"my phone doesn't work so im using my laptop, so i want to  buy a iPhone X, if you have any suggestion just tell me. ",,,1,
@Royal_Ierine,Coco_ierine 𓃵SELFMADE𓃵Billionaire𓃵,19 Aug 2022,I want to  buy an iPhone Na the money remain ,,,,
@Derek_Titus6,DEREK'S SZN,19 Aug 2022,"I want to do Yahoo,I don buy big trouser big polo ,New iPhone ,New laptop,bleaching cream and earpods watin remains again? ",,,,
@adusah_nyame,Nyame Anthony Adusah,19 Aug 2022,@zhufenxi2 ,,,,
@adusah_nyame,Nyame Anthony Adusah,19 Aug 2022,@zhufenxi2 ,,,1,
@ogechi_wood,MR_BLACK,19 Aug 2022,@nachampn and and @David_pattt ,,,,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,209.8K
@Marliepikay,Shesparkles,19 Aug 2022,@Covenant_one ,1,,,
@GrtyKaan,Kaan Gürtay,19 Aug 2022,@techdroider ,,,2,
@needluckhuhu,Rb,19 Aug 2022,@IntoGalaxyy ,,,,
@sandratravels,Sandra Kennedy,19 Aug 2022,@lida1xs ,,,,
@rockdcreator,Rock Chika,18 Aug 2022,"I want  to  buy a lot of iPhone X series for this girl but I changed my mind, I don’t want it to be XS ",,,,
@dora2ios,sleep,18 Aug 2022,I want to  buy  iPhone X.  ...so which version is better? ,,,,
@BowTiedTamarin,BowTiedTamarin | Video & Audio,18 Aug 2022,"“Hey Tamarin I want to make my videos better which camera should I bu…”

No. 

Learn how lighting works. Make an iPhone look good 

Most people buy the $3K cam, it looks like shit, then they realize the video looks bad because they don’t know what they’re doing ",,,,
@ObiEyong237,thatboytriumph,18 Aug 2022,"I want to do Yahoo 
I done buy big polo big trousers laptop iphone xr and bleaching cream Abeg wetin remain ",,,,
@abductedbynct,ca,18 Aug 2022,"I want to  buy a new phone. Lol, like my phone is a little outdated, and it’s only 64gb. I wanted to update from 11 pro max to 13 pro max. But then I remembered Jisung having an iphone 8+ so who am I to complain? ",,,,
@bump__cash,Covenant,18 Aug 2022,"I want to do Yahoo i done buy big polo,big trouser,laptop, iPhone and bleaching cream abeg wetin remain ",,,,
@LibbyLibera,Libby Libera リベラリビー ENVtuber ~GRADUATED~,18 Aug 2022,"yeahh, they do be pretty pricy, but yeah they're really good!! i started out with an iphone se because they're pretty cheap and decided to upgrade to a better model but ye!!
i'm in my rise and grind arc so i'm willing to buy you a phone!! i want to make sure you're safe dayo!!! ",,,,
@cheifdaddyemmy,Emmanuel,17 Aug 2022,@nellceyonce1 and and @Stephaaney_001 ,1,,,
@BGolanC,BGolanC,17 Aug 2022,I want to  buy a iPhone just for airdrop shit post to random people ,,,,
@mrcringe61,Justus61 aka. iPA Master,17 Aug 2022,@nekohyunjin1 and and @xdadevelopers ,,,,
@deepmistry00007,_.deepu._.x07.__,17 Aug 2022,Any one have extra kidney because I want to  buy  iPhone  14 pro ,,,,
@SKB61370598,SKB,17 Aug 2022,@chatgptvshumans ,,,,
@SadBillAckman,SBA,17 Aug 2022,"My issues with AirPods were documented in my ears feeling like shit for 5 month, but I will buy the Max's as soon as they
a) can charge by ( iPhone ) magsafe
or
b) can charge by USB-C. I want to give you money @Apple but I don't want another Lighting device. ",1,,1,
@Balmain,Balmain,,"S'appuyer sur un héritage singulier. La collection #BALMAINFW23 du directeur de la création Olivier Rousteing se tourne vers l'avenir en s'inspirant du passé, en faisant revivre l'architecture de la silhouette Jolie Madame de Monsieur Balmain. ",,1,6,202K
@LouRihannon,Lou,16 Aug 2022,I want to  buy a new phone but I’m waiting for Apple to make a PRETTY green iPhone ,,,,
@SanjayY44756781,Sanjay Yadav,16 Aug 2022,@r3dash ,3,,1,
@sudhanshukhat11,sudhanshu khatri,15 Aug 2022,@geekyranjit @praaatiiik and 2 others ,2,,1,
@krishna_gen,krisna_nya,15 Aug 2022,@PiWhales ,,,,
@TruthSeekerrx,Christ is King,14 Aug 2022,@robot  @dbrand any news on bringing the something skin to the iPhone 12 Pro line at the very least? This is my favorite looking skin you guys have made! I want to  buy it alongside the Grip case ,,,,
@itstrundlebaby,trundle,14 Aug 2022,@ninagrewal97 ,,,,
@zahangir2019,Md. Zahangir Alam,14 Aug 2022,@Pi_Spread ,1,,,
@ltdxunbreakable,lindsay dastrup gibson,14 Aug 2022,So I just got an iPhone 12. Now I want to sell it for 500 and buy an 8 plus ,,,,
